Serial Number,Chinese Full Name,English Name,Geological time,Other names,Notes,location,location,location,location,location,location,location,location,location,location,location,location,location,location,location,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
371087,寿山沟组,Shoushangou Fm,P1,青凤山组,,Inner Mongolia,jilin,,,,,,,,,,,,,,碎屑岩,砂岩,细砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371088,树河组,Shuhe Fm,P1,,,sichuan,,,,,,,,,,,,,,,砂岩,细砂岩,粉砂岩,泥岩,砾状灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371089,双堡塘组,Shuangputang Fm,P1,阿其德组,,Inner Mongolia,gansu,,,,,,,,,,,,,,花岗岩,碎屑岩,砂质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371090,双桥子组,Shuangqiaozi Fm,P1,,,heilongjiang,,,,,,,,,,,,,,,砂岩,粉砂岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371091,水峡口组,Shuixiakou Fm,P1,镇安系,,hubei,shaanxi,,,,,,,,,,,,,,砂岩,石英砂岩,页岩,碳质页岩,生物灰岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371092,四大寨组,Sidazhai Fm,P1,垭口田组,南丹组相当于贵州小浪风关组，广西本组包括龙马段、拔旺段,guangxi,guizhou,,,,,,,,,,,,,,粘土,粘土岩,砾屑灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371093,塔什库拉组,Tashikula Fm,P1,,,xinjiang,,,,,,,,,,,,,,,泥砾,砂岩,细砂岩,钙质砂岩,粉砂岩,泥岩,页岩,黑色页岩,鲕状灰岩,砂质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371094,滩前组,Tan qian Fm,P1,柯岛组上亚组、上柯岛组、庙岭组、柯岛组,,jilin,,,,,,,,,,,,,,,凝灰岩,凝灰质砂岩,粉砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371095,通渭组,Tongwei Fm,P1,,本组可能与羊虎沟组为，待研究,gansu,,,,,,,,,,,,,,,砂岩,页岩,碳质页岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371096,铜陵沟组,Tonglinggou Fm,P1,三道桥组、东大河组,,sichuan,,,,,,,,,,,,,,,玄武岩,碳酸盐岩,角砾状灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371097,童子岩组,Tongziyan Fm,P1,新铺煤系、兴梅组、大羽羊齿植物煤系、龙潭组下段、龙岩组、加福组,,fujian,,,,,,,,,,,,,,,砂岩,细砂岩,粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371098,土门岭组,Tumenling Fm,P1,,,heilongjiang,,,,,,,,,,,,,,,凝灰岩,砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371099,吐露港组,Tulugang Fm,P1,大埔海组(?),李作明等认为与广东茅口组或孤峰组大体相当,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371100,瓦屋湾组,Wawuwan Fm,P1,,,hubei,,,,,,,,,,,,,,,页岩,黑色页岩,碳质页岩,白云岩,细晶白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371101,围山湖组,Weishanhu Fm,P1,宁共曲久隆组、叶桑岗组、空喀山口组,按命名优先原则本组应称宁共曲久隆组(文世宣，1979),Tibet,,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371102,文笔山组,Wenbishan Fm,P1,,,fujian,,,,,,,,,,,,,,,砂岩,细砂岩,粉砂岩,泥质粉砂岩,泥岩,页岩,砂质页岩,粉砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371103,乌郎组,Wulang Fm,P1,塔尔得套组,,xinjiang,,,,,,,,,,,,,,,玄武岩,玢岩,安山岩,流纹岩,流纹斑岩,霏细斑岩,凝灰熔岩,火山角砾岩,砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371104,武穴组,Wuxue Fm,P1,,,anhui,hubei,,,,,,,,,,,,,,生物灰岩,含燧石结核灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371105,夏桥段,Xiaqiao Mem,P1,,,jiangsu,,,,,,,,,,,,,,,砂岩,含砾砂岩,页岩,砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371106,仙人洞组,Xianrendong Fm,P1,栖霞组,,yunnan,,,,,,,,,,,,,,,碳酸盐岩,生物灰岩,白云质灰岩,白云岩,灰质白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371107,小风口段,Xiaofengkou Mem,P1,,隶属石盒子组,henan,,,,,,,,,,,,,,,砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371108,小湖段,Xiaohu Mem,P1,,,jiangsu,,,,,,,,,,,,,,,砂岩,页岩,黑色页岩,砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371109,小江边组,Xiaojiangbian Fm,P1,茅口组下段、栖霞组上段,,jiangxi,hunan,,,,,,,,,,,,,,泥岩,页岩,钙质页岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371110,小提坎立克组,Xiaotikanlike Fm,P1,喷发岩组、库铁热克群,,xinjiang,,,,,,,,,,,,,,,玄武岩,玢岩,安山岩,岩屑晶屑凝灰岩,岩屑凝灰岩,碎屑岩,砾岩,砂岩,石英砂岩,长石石英砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371111,岩头组,Yantou Fm,P1,茅口组,,yunnan,,,,,,,,,,,,,,,玄武岩,砾屑灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371112,阳新群(组),Yangxin Gr(Fm),P1,观音崖燧石石灰岩、大厣灰岩、五十三梯系、倒钻岩石灰岩、巫山石灰岩(下部)等,"本群在四川与下伏梁山组呈整合,其上部为宣威组、黑泥哨组整合或被峨眉山玄武岩平行不整合覆盖",hubei,sichuan,yunnan,shaanxi,,,,,,,,,,,,石灰岩,白云质灰岩,碳质灰岩,含燧石结核灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371113,叶桑岗组,Yesanggang Fm,P1,围山湖组,,Tibet,xinjiang,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,杂砂岩,钙质砂岩,粉砂岩,泥岩,生物灰岩,砂质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371114,玉泉组,Yuquan Fm,P1,,本组曾称玉泉灰岩、玉泉系、玉泉群,heilongjiang,,,,,,,,,,,,,,,玄武岩,砂岩,含砾砂岩,细砂岩,泥岩,页岩,黑色页岩,沥青质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371115,杂怀沟组,Zahuaigou Fm,P1,,,Inner Mongolia,,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,中砂岩,细砂岩,粘土,粘土岩,页岩,碳质页岩,砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371116,哲斯组,Zhesi Fm,P1,义和乌苏组、吴家屯组、范家屯组,本组原称Jusu honguer Fm,Inner Mongolia,jilin,heilongjiang,,,,,,,,,,,,,碎屑岩,砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370001,阿恰群,Aqia Gr,P,,本群部分研究者认为与沙井子组相当,xinjiang,,,,,,,,,,,,,,,砂岩,细砂岩,粉砂岩,泥岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370002,长排头组,Changpaitou Fm,P,,,Hong Kong,,,,,,,,,,,,,,,白云质灰岩,碳质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370003,大浦海组,Dapuhai Fm(Tolo Harbour Fm),P,吐露港组(?),本组相当于童子岩组(黎权伟，1998),Hong Kong,,,,,,,,,,,,,,,砂岩,含砾砂岩,粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370004,尕笛考组,Gadikao Fm,P,扎格涌组,,qinghai,,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370005,芨芨槽群,Jijicao Gr,P,,,xinjiang,,,,,,,,,,,,,,,凝灰岩,砂岩,粉砂岩,页岩,泥页岩,油页岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370006,拉巴组,Laba Fm,P,,,yunnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370007,曲布日嘎组,Quburiga Fm,P,扎卡组,,Tibet,,,,,,,,,,,,,,,砂岩,粉砂岩,页岩,砂质页岩,生物碎屑灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370008,荣中组,Rongzhong Fm,P,,本组原四川三区测队1970年曾依外来灰岩岩块中的化石将其定为来姑群C2+3,Tibet,,,,,,,,,,,,,,,玄武岩,砂岩,石英砂岩,杂砂岩,长石杂砂岩,泥岩,石灰岩,变玄武岩,板岩,粉砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370009,三面井组,Sanmianjing Fm,P,,,Inner Mongolia,,,,,,,,,,,,,,,闪长岩,石英闪长岩,砾岩,砂岩,含砾砂岩,长石砂岩,石灰岩,生物碎屑灰岩,燧石,板岩,粉砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370010,色龙群,Selong Gr,P,,李璞等1952年曾称色隆组,Tibet,,,,,,,,,,,,,,,砂岩,页岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370011,乌尔禾群,Wuerhe Gr,P,,,xinjiang,,,,,,,,,,,,,,,砾岩,砂岩,粉砂岩,泥岩,变质砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366001,通天河蛇绿混杂岩,Tongtianhe Ophiolite Melange,C-T,,,qinghai,,,,,,,,,,,,,,,碎屑岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365001,板城组,Bancheng Fm,C1-P1,,,guangxi,,,,,,,,,,,,,,,泥岩,页岩,硅质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365002,月门沟群,Yuemengou Gr,"C2,P1",玉门沟群,①华北地层区东北部，太原组之下尚发育有本溪组 ②玉门沟为月门沟之误,gansu,,,,,,,,,,,,,,,砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365003,甘家组,Ganjia Fm,C2-P,,,qinghai,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365004,昂杰组,Angjie Fm,C2-P1,,,Tibet,,,,,,,,,,,,,,,砂岩,石英砂岩,粉砂岩,页岩,黑色页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365005,宝力高庙组,Baoligaomiao Fm,C2-P1,星火组,,Inner Mongolia,heilongjiang,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365006,冰峰组,Bingfeng Fm,C2-P1,冉浪组,,sichuan,yunnan,,,,,,,,,,,,,,砂岩,石英砂岩,粉砂岩,竹叶状灰岩,鲕状灰岩,白云质灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365007,布青山群,Buqingshan Gr,C2-P1,,,qinghai,,,,,,,,,,,,,,,碎屑岩,砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365008,查雅段,Chaya Mem,C2-P1,,该段为基龙组之上段,Tibet,,,,,,,,,,,,,,,砂岩,石英砂岩,粉砂岩,页岩,砂质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365009,打柴沟组,Dachaigou Fm,C2-P1,,,qinghai,,,,,,,,,,,,,,,碎屑岩,生物灰岩,白云质灰岩,白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365010,大关山组,Daguanshan Fm,C2-P1,,青海原也有此地层，后认为属生物地层单位，而归于尕海群,sichuan,gansu,qinghai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365011,格根敖包组,Gegenaobao Fm,C2-P1,盐池北山组,,Inner Mongolia,,,,,,,,,,,,,,,碎屑岩,生物灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365012,经畲组,Jingshe Fm,C2-P1,,,fujian,,,,,,,,,,,,,,,砾岩,角砾岩,泥质角砾岩,砂岩,粉砂岩,泥岩,锰质岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365013,酒局子组,Jiujuzi Fm,C2-P1,黄家沟组、斑布加拉嘎组,,Inner Mongolia,,,,,,,,,,,,,,,凝灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365014,开心岭群,Kaixinling Gr,C2-P1,,,qinghai,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365015,孔雀屏组,Kongqueping Fm,C2-P1,,,xinjiang,,,,,,,,,,,,,,,碎屑岩,砂岩,细砂岩,粉砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365016,来姑组,Laigu Fm,C2-P1,,,Tibet,,,,,,,,,,,,,,,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365017,马平组,Maping Fm,C2-P1,南寨系、船山组等,,jiangxi,hunan,guangxi,guizhou,yunnan,shaanxi,,,,,,,,,,石灰岩,微晶灰岩,白云质灰岩,白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365018,南丹组,Nan dan Fm,C2-P1,,,guangxi,,,,,,,,,,,,,,,砾屑灰岩,白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365019,山西组,Shanxi Fm,C2-P1,烟台统、荒神山层、南票组、上月门沟系、北岔沟组、南峪沟组、大苗庄组、欢喜岭组、荒山组、神后层、郝家坊组、赵各庄组、中杨家屯煤系,,Inner Mongolia,,,,,,,,,,,,,,,砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365020,树维门科组,Shuweimenke Fm,C2-P1,,隶属布青山群,qinghai,,,,,,,,,,,,,,,花岗岩,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365021,太原组,Taiyuan Fm,C2-P1,下月门沟煤系、大阳系、张家庄组(冀);清水涧组(京);半壁店组、朱屯层(冀)、开平组,当本溪组存在时，与太原组的界线划在太原组最下部一层灰岩之底面,Inner Mongolia,,,,,,,,,,,,,,,砂岩,页岩,石灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365022,吞龙共巴组,Tunlonggongba Fm,C2-P1,塔什拉克湖群、脱塔拉组、鲁谷组、角木茶卡组、财那哈组、空喀山口群、库尔良群(?)等,,Tibet,,,,,,,,,,,,,,,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365023,扎日根组,Zharigen Fm,C2-P1,,隶属开心岭群,qinghai,,,,,,,,,,,,,,,生物灰岩,白云质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365024,中吾农山群,Zhongwunongshan Gr,C2-P1,,"中吾农山用于地层命名,早于青海省统一订正的宗务隆山,故不改动",qinghai,,,,,,,,,,,,,,,碎屑岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365025,杨木岗组,Yangmugang Fm,"C3,P1",,与原始定义仅在时代归属上有别。黄本宏(1981)根据所含植物化石将其置于晚石炭世。黑龙江区调队(1997)将其时代延至早二叠世,heilongjiang,,,,,,,,,,,,,,,碎屑岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365026,珍子山组,Zhenzishan Fm,C3-P1,庙山组,,heilongjiang,,,,,,,,,,,,,,,碎屑岩,板岩,凝灰质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365027,冈瓦纳群,Gangwana Gr,C-P,,,Tibet,,,,,,,,,,,,,,,陆源碎屑岩,冰碛岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365028,果可山组,Guokeshan Fm,C-P,,属中吾农山群,hainan,qinghai,,,,,,,,,,,,,,碎屑岩,结晶灰岩,白云岩,变火山岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365029,霍尔巴错群,Huoerbacuo Gr,C-P,木实热不卡群、龙木错群、霍尔巴错群、龙格组,,Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365030,可果山组,Keguoshan Fm,C-P,,隶属中吾农山群,qinghai,,,,,,,,,,,,,,,碎屑岩,结晶灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365031,木实热不卡群,Mushirebuka Gr,C-P,,,Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365032,曲地组,Qudi Fm,C-P,,为木实热不卡群上部的组级单位,Tibet,,,,,,,,,,,,,,,碎屑岩,砂岩,粗砂岩,石英砂岩,板岩,粉砂质板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365033,他披组,Tapi Fm,C-P,,,yunnan,,,,,,,,,,,,,,,白云岩,中晶白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365034,羊山组,Yangshan Fm,C-P1,石门垭组、南沟河组、垭子组、三里冲组,,shaanxi,,,,,,,,,,,,,,,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364001,巴平组,Baping Fm,C1-2,龙头锰系,,guangxi,,,,,,,,,,,,,,,砂岩,粉砂岩,微晶灰岩,砾屑灰岩,硅质条带灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364002,白家店组,Baijiadian Fm,C1-2,后房身沟组,,Inner Mongolia,,,,,,,,,,,,,,,碳酸盐岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364003,摆佐组,Baizuo Fm,C1-2,,与长江中下游的老虎洞组，广西的大埔组相似。有人主张本组归于大埔组，为该组的一部分,guizhou,,,,,,,,,,,,,,,泥岩,页岩,白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364004,包古图组,Baogutu Fm,C1-2,,,xinjiang,,,,,,,,,,,,,,,玢岩,凝灰岩,凝灰质砂岩,凝灰质粉砂岩,凝灰质泥岩,砾岩,长石砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364005,本溪组,Benxi Fm,C1-2,,分布广、穿时特征十分明显，如辽宁为C1-2或C2，河南西部为C1。本组又分为湖田段和新洞沟段 本组原称本溪统(系),hebei,jilin,anhui,shandong,henan,,,,,,,,,,,碎屑岩,砂岩,细砂岩,页岩,铝土页岩,砂质页岩,石灰岩,铝土矿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364006,长岩窝组,Changyanwo Fm,C1-2,乱石窖组,,sichuan,,,,,,,,,,,,,,,页岩,生物碎屑灰岩,结晶灰岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364007,大干沟组,Dagangou Fm,C1-2,西汉斯特沟组,,qinghai,,,,,,,,,,,,,,,砾岩,砂岩,粉砂岩,生物碎屑灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364008,顶坡组,Dingpo Fm,C1-2,扎普组、许池卡组、巴乡岭组,,sichuan,yunnan,,,,,,,,,,,,,,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364009,都安组,Duan Fm,C1-2,乐业组、隆或组,,guangxi,,,,,,,,,,,,,,,白云质灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364010,芨芨台子组,Jijitaizi Fm,C1-2,,,Inner Mongolia,gansu,,,,,,,,,,,,,,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364011,尖山营组,Jianshanying Fm,C1-2,,,yunnan,,,,,,,,,,,,,,,砾岩,生物碎屑灰岩,细晶灰岩,角砾状灰岩,泥灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364012,九架炉组,Jiujialu Fm,C1-2,,,guizhou,,,,,,,,,,,,,,,粘土,粘土岩,页岩,碳质页岩,铝土矿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364013,老虎洞组,Laohudong Fm,C1-2,丁山组、花石山组、黄龙白云岩,本组原称老虎洞白云岩,jiangsu,zhejiang,anhui,fujian,jiangxi,,,,,,,,,,,砾岩,细砾岩,砂岩,石英砂岩,页岩,白云质灰岩,结晶灰岩,泥质灰岩,白云岩,细晶白云岩,成岩白云岩,泥质白云岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364014,老王寨群,Laowangzhai Gr,C1-2,,,shanxi,yunnan,,,,,,,,,,,,,,熔结角砾岩,凝灰岩,砂岩,杂砂岩,石英杂砂岩,碳酸盐岩,板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364015,林地组,Lindi Fm,C1-2,,,fujian,,,,,,,,,,,,,,,砾岩,砂岩,粗砂岩,石英砂岩,粉砂岩,页岩,碳质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364016,绿条山组,Lutiaoshan Fm,C1-2,,,Inner Mongolia,gansu,,,,,,,,,,,,,,碎屑岩,砂岩,长石砂岩,杂砂岩,板岩,硅质板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364017,曼丙组,Manbing Fm,C1-2,,属石登群,yunnan,,,,,,,,,,,,,,,凝灰岩,砂岩,岩屑砂岩,长石岩屑砂岩,粉砂岩,泥质粉砂岩,泥岩,页岩,砂质页岩,粉砂质页岩,生物碎屑灰岩,砂屑灰岩,泥质灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364018,岷河组,Minhe Fm,C1-2,当额组,本组在陕西境内陕西区调队认为相当于羊山组下部而停用本名称,sichuan,shaanxi,gansu,,,,,,,,,,,,,砂岩,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364019,磨磐山组,Mopanshan Fm,C1-2,石咀子组、磐石组、明城群,,jilin,,,,,,,,,,,,,,,碎屑岩,碳酸盐岩,砂屑灰岩,亮晶灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364020,南段组,Nanduan Fm,C1-2,,,yunnan,,,,,,,,,,,,,,,砂岩,石英砂岩,杂砂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364021,曲江组,Qujiang Fm,C1-2,,,guangdong,,,,,,,,,,,,,,,碎屑岩,砂岩,泥岩,碳质泥岩,石灰岩,泥灰岩,燧石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364022,扫子山组,Saozishan Fm,C1-2,北坡子泉群、石板山组,,gansu,xinjiang,,,,,,,,,,,,,,砾岩,泥灰岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364023,上朝组,Shangchao Fm,C1-2,,,guangxi,,,,,,,,,,,,,,,砂岩,石英砂岩,泥岩,泥灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364024,石板山组,Shibanshan Fm,C1-2,矛头山组、音凹峡组、花牛山组,,gansu,xinjiang,,,,,,,,,,,,,,碎屑岩,砂岩,泥岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364025,石登群,Shideng Gr,C1-2,,,yunnan,,,,,,,,,,,,,,,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364027,顺甸河组,Shundianhe Fm,C1-2,,,yunnan,,,,,,,,,,,,,,,硅质灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
